T3144 22852:362 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22852:564 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22852:765 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22852:970 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22853:171 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22853:373 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22853:574 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22853:775 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22853:977 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22854:178 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22854:380 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22854:580 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22854:780 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22854:981 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22855:182 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22855:383 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22855:584 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22855:785 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22855:986 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22856:188 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22856:389 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22856:592 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22856:793 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22856:995 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22857:195 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22857:397 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22857:598 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22857:800 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22858:002 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22858:203 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22858:405 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22858:607 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22858:809 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22859:009 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22859:210 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22859:411 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22859:612 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22859:812 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22860:014 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22860:215 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22860:416 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22860:617 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22860:818 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22861:019 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
T3144 22861:221 JLINK_IsHalted()  returns FALSE (0000ms, 141260ms total)
T3144 22861:422 JLINK_IsHalted()  returns FALSE (0001ms, 141261ms total)
